timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
10 3 7 0.386990702225334 0.013009297774666029
10 5 8 0.2934349283634924 0.10656507163650764
11 3 7 0.36942588606516263 0.030574113934837388
11 5 8 0.31191632264523506 0.08808367735476497
12 3 7 0.38903701676648617 0.010962983233513857
12 6 9 0.3940334784538828 0.005966521546117209
13 6 9 0.30391366399041736 0.09608633600958266
14 6 9 0.2844292436639714 0.11557075633602865
15 6 9 0.36299611208077104 0.037003887919228984
19 1 7 0.35864567807629416 0.04135432192370586
19 3 8 0.2808419241818572 0.1191580758181428
19 10 12 0.3957384909388389 0.004261509061161128
20 3 8 0.11930496440068288 0.28069503559931713
20 10 12 0.37074894273871073 0.029251057261289293
21 3 8 0.2811462501208844 0.11885374987911562
21 3 9 0.35540038527910434 0.044599614720895686
21 10 12 0.3659937499239357 0.03400625007606434
22 1 8 0.3972578399992858 0.0027421600007142
22 3 9 0.2130152362261197 0.18698476377388032
22 10 12 0.38766118676654565 0.012338813233454371
23 1 8 0.3279259156527276 0.07207408434727242
23 3 9 0.25762356958059895 0.14237643041940107
24 1 8 0.29064131113952824 0.10935868886047179
25 1 8 0.2800795127703675 0.1199204872296325
26 1 8 0.2798716219144235 0.12012837808557653
26 10 12 0.38371513597504925 0.016284864024950774
27 1 8 0.2749692677618855 0.1250307322381145
27 10 11 0.38693943265258457 0.013060567347415453
27 10 12 0.33228375456281967 0.06771624543718036
27 13 16 0.3838944832631017 0.016105516736898307
28 1 8 0.2559289958037819 0.1440710041962181
28 10 11 0.2446289831210589 0.15537101687894112
28 10 12 0.27446555407710216 0.12553444592289786
28 13 16 0.3668732431804801 0.03312675681951993
28 15 18 0.3624571871276813 0.0375428128723187
29 1 8 0.2209176682021264 0.1790823317978736
29 10 11 0.09169326625989878 0.30830673374010126
29 10 12 0.2007174950587336 0.19928250494126643
29 11 12 0.27589303530968723 0.1241069646903128
29 13 14 0.3821972996763652 0.017802700323634846
29 13 16 0.3523096360365914 0.047690363963408644
29 15 18 0.3361363846833485 0.06386361531665152
29 22 24 0.35870467644430515 0.041295323555694874
30 1 8 0.17930529943112916 0.22069470056887086
30 10 11 0.2110278107703444 0.1889721892296556
30 10 12 0.2777423209802391 0.12225767901976092
30 13 14 0.2679023893178101 0.13209761068218995
30 13 16 0.2832858590493348 0.11671414095066523
30 15 18 0.3310487237128152 0.06895127628718484
30 22 24 0.32216083078472146 0.07783916921527856
31 1 8 0.16080826129633613 0.2391917387036639
31 10 12 0.33148288873410103 0.06851711126589899
31 13 14 0.19150591856810356 0.20849408143189646
31 13 16 0.21402342634463065 0.18597657365536938
31 14 16 0.2105670249472073 0.18943297505279272
31 15 18 0.32684926671714487 0.07315073328285515
31 22 24 0.3098081902792099 0.0901918097207901
32 1 8 0.20599698456412469 0.19400301543587534
32 13 14 0.30916841200837425 0.09083158799162577
32 14 16 0.1420372924935695 0.2579627075064305
32 15 18 0.29560215091624736 0.10439784908375266
32 22 24 0.30510234654603896 0.09489765345396106
33 1 8 0.24569915291996003 0.15430084708004
33 10 13 0.3943372097223075 0.005662790277692509
33 13 14 0.39284332360751 0.007156676392490013
33 14 16 0.251482067538605 0.148517932461395
33 15 16 0.3559455156223078 0.044054484377692216
33 15 18 0.14106684820563464 0.2589331517943654
33 22 24 0.3047407120730414 0.09525928792695865
34 1 8 0.28222093942880744 0.11777906057119258
34 10 13 0.3255911204116306 0.07440887958836945
34 13 14 0.366440132397544 0.033559867602455995
34 14 16 0.2943895932331367 0.10561040676686334
34 15 18 0.23650303781926907 0.16349696218073095
34 15 20 0.150559233236754 0.24944076676324603
34 18 20 0.35597571139354167 0.04402428860645835
34 22 24 0.30793739632572426 0.09206260367427577
34 25 26 0.3673420863594878 0.03265791364051224
35 1 8 0.3294332880464877 0.07056671195351233
35 5 15 0.35485681122289736 0.04514318877710266
35 10 13 0.3136316589343984 0.0863683410656016
35 13 14 0.3310066321809536 0.06899336781904641
35 14 16 0.311126668749594 0.08887333125040603
35 15 20 0.16608752149030784 0.23391247850969218
35 17 19 0.3335938438472191 0.06640615615278095
35 22 24 0.31666633380089715 0.08333366619910287
35 25 26 0.34754157770215244 0.052458422297847584
36 1 8 0.39739529100291815 0.0026047089970818726
36 10 13 0.3558217908130559 0.044178209186944095
36 13 14 0.3475392135951481 0.05246078640485191
36 14 16 0.3505653791460712 0.0494346208539288
36 15 20 0.398371794452441 0.0016282055475590473
36 17 19 0.12037341605429112 0.2796265839457089
36 17 21 0.3282815528387749 0.07171844716122511
36 19 21 0.35794184090365005 0.04205815909634997
36 22 24 0.33625695181804743 0.06374304818195259
36 25 26 0.34596867609393656 0.054031323906063466
37 17 19 0.18370752655076025 0.21629247344923977
