timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
147 83 84 0.32399189293303365 0.07600810706696637
148 81 88 0.29625812311408395 0.10374187688591607
148 83 84 0.34492531701805845 0.05507468298194157
148 85 94 0.3931120629483131 0.006887937051686943
149 66 84 0.38586888272323827 0.014131117276761751
149 73 81 0.3869014561099782 0.013098543890021797
149 81 88 0.33124209115329306 0.06875790884670696
149 83 84 0.36764293222221384 0.032357067777786186
149 85 94 0.37797313273327654 0.022026867266723482
149 94 97 0.39165689165696305 0.008343108343036976
150 66 84 0.385488758061749 0.01451124193825104
150 77 89 0.38813598580331504 0.01186401419668498
150 81 88 0.37857760529016743 0.021422394709832593
150 83 84 0.38760781146206813 0.012392188537931892
150 85 94 0.36650364613108605 0.033496353868913975
150 94 97 0.3646979487361245 0.035302051263875533
151 77 89 0.3715861143123614 0.02841388568763864
151 85 94 0.3465470846520748 0.053452915347925234
151 94 97 0.3797106359260607 0.02028936407393933
152 77 89 0.3611829741457238 0.03881702585427621
152 85 94 0.32198587413365 0.07801412586635004
153 77 89 0.3556295460187565 0.04437045398124351
153 83 84 0.3884631783830868 0.011536821616913218
153 85 94 0.3088107911345936 0.09118920886540643
154 77 89 0.35052849008192505 0.049471509918074974
154 85 94 0.3264858987111967 0.07351410128880331
155 66 86 0.3822706357597375 0.017729364240262502
155 77 89 0.3424648305349755 0.057535169465024516
155 85 94 0.3724425970710753 0.027557402928924724
156 77 89 0.3380138014741307 0.06198619852586934
157 77 89 0.3426229705099763 0.05737702949002371
158 77 89 0.35581235395579286 0.04418764604420716
159 77 89 0.3751820796672805 0.024817920332719512
160 77 89 0.3957615197672226 0.004238480232777397
160 95 98 0.3994421890426963 5.578109573037282E-4
164 83 97 0.3983025020143539 0.0016974979856461125
165 83 84 0.3950456772913287 0.004954322708671299
165 83 97 0.3897223101138822 0.010277689886117825
166 83 84 0.35976729466444596 0.040232705335554064
168 77 83 0.37438005976455524 0.025619940235444782
173 77 100 0.39263860466918515 0.007361395330814868
177 85 94 0.3854576421356979 0.014542357864302136
178 85 94 0.3617665366229711 0.03823346337702893
