timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 1 15 0.3204551800007082 0.0795448199992918
2 2 16 0.3377221852342423 0.06227781476575772
2 3 4 0.370448945814629 0.029551054185371017
2 3 17 0.3402569652004267 0.059743034799573325
2 4 5 0.36826684617345706 0.03173315382654296
2 4 18 0.3550165149885489 0.04498348501145111
2 5 19 0.3860387126155233 0.013961287384476717
2 6 7 0.3853509662661928 0.014649033733807215
2 6 20 0.34635283781128007 0.053647162188719955
2 8 9 0.3565438180026534 0.04345618199734663
2 10 11 0.361889175398544 0.03811082460145604
2 19 20 0.3699842987673708 0.0300157012326292
3 1 15 0.2956228167133249 0.10437718328667511
3 2 16 0.33526907853544924 0.06473092146455078
3 3 4 0.3121735652961572 0.08782643470384283
3 3 17 0.3426728643873359 0.057327135612664115
3 4 5 0.3051827487464956 0.09481725125350443
3 6 7 0.38422747725064715 0.01577252274935287
3 7 20 0.3506205453544955 0.04937945464550453
3 8 9 0.2866580164125396 0.11334198358746045
3 10 11 0.29842609639413104 0.10157390360586899
3 13 14 0.39463929308173323 0.005360706918266789
3 19 20 0.30798828093174935 0.09201171906825067
4 1 15 0.37439779976006515 0.02560220023993487
4 3 4 0.2577501106717944 0.14224988932820565
4 4 5 0.25951584866288624 0.14048415133711378
4 8 9 0.2519631369275371 0.14803686307246294
4 10 11 0.26652416995733985 0.13347583004266017
4 13 14 0.3875969604498661 0.012403039550133943
4 19 20 0.25970298340504633 0.1402970165949537
5 3 4 0.2402348156062733 0.15976518439372672
5 4 5 0.2358508573614515 0.16414914263854852
5 8 9 0.2619431269779487 0.13805687302205133
5 10 11 0.2785098864049402 0.12149011359505985
5 13 14 0.38498707368166907 0.015012926318330955
5 19 20 0.24705594232586214 0.15294405767413788
6 3 4 0.2638838962388493 0.13611610376115074
6 4 5 0.2466780378114832 0.15332196218851682
6 8 9 0.29228786498386594 0.10771213501613408
6 8 20 0.39275510997398844 0.007244890026011586
6 10 11 0.319405958950901 0.08059404104909901
6 13 14 0.3873824009873861 0.012617599012613945
6 19 20 0.2415236043151127 0.15847639568488733
7 3 4 0.3179533823268565 0.08204661767314353
7 4 5 0.33214588973698056 0.06785411026301946
7 8 9 0.3197894198930118 0.08021058010698823
7 8 20 0.33277883772575373 0.0672211622742463
7 10 11 0.36153728775151783 0.03846271224848219
7 13 14 0.39102555124291727 0.008974448757082754
7 19 20 0.22403992751458712 0.1759600724854129
8 3 4 0.38354077231922407 0.016459227680775956
8 4 17 0.3938377162119523 0.006162283788047729
8 6 7 0.39887955774785155 0.001120442252148468
8 8 9 0.3720427211320472 0.027957278867952795
8 8 20 0.39882604751980805 0.0011739524801919754
8 10 11 0.37560581174872615 0.024394188251273874
8 13 14 0.3911767100380307 0.00882328996196935
8 19 20 0.21837424163085054 0.1816257583691495
9 4 17 0.3185615501831081 0.08143844981689191
9 10 11 0.36220632260528357 0.03779367739471645
9 13 14 0.3863085068359154 0.013691493164084634
9 19 20 0.2905596230225888 0.10944037697741121
10 3 4 0.38819591629691047 0.011804083703089552
10 4 17 0.30531836826465925 0.09468163173534078
10 10 11 0.37994638044826934 0.020053619551730684
10 13 14 0.3717206522461298 0.0282793477538702
11 3 4 0.3457914450055 0.0542085549945
11 4 17 0.3483426517480715 0.051657348251928525
11 8 19 0.3906492141473409 0.009350785852659138
11 13 14 0.3175674347582837 0.08243256524171633
12 2 5 0.36156045742575 0.03843954257425003
12 3 4 0.31187949876454285 0.08812050123545717
12 8 11 0.32823432240105566 0.07176567759894437
12 8 19 0.3199698121824174 0.08003018781758264
12 9 20 0.39506464944810327 0.0049353505518967555
12 12 13 0.3934560236986471 0.0065439763013529495
12 13 14 0.34124425710124184 0.05875574289875818
12 18 20 0.369979568867921 0.03002043113207903
13 2 5 0.33848164623965216 0.061518353760347866
13 3 4 0.3057979226668246 0.09420207733317543
13 8 11 0.2503046629178727 0.14969533708212734
13 8 19 0.27083406237483304 0.12916593762516698
13 9 20 0.37475201094574256 0.025247989054257458
13 10 12 0.265140633240951 0.13485936675904903
13 12 13 0.37644366660699224 0.023556333393007778
13 18 20 0.31816955455225043 0.08183044544774959
14 3 4 0.32953394633088245 0.07046605366911757
14 8 10 0.35307363986995766 0.046926360130042366
14 8 11 0.33644381110313976 0.06355618889686027
14 8 19 0.27544237936889965 0.12455762063110037
14 9 20 0.38391931796045065 0.016080682039549377
14 10 12 0.2714136378419162 0.12858636215808383
14 11 19 0.2994518485672999 0.10054815143270013
14 13 14 0.3970375198898481 0.0029624801101519327
14 18 20 0.33360443084671837 0.06639556915328165
15 3 4 0.36488011321868125 0.035119886781318777
15 8 10 0.30820603719769596 0.09179396280230406
15 8 19 0.2847964002813191 0.11520359971868094
15 10 12 0.3432938275005875 0.05670617249941251
15 11 19 0.33706123800506876 0.06293876199493126
15 13 14 0.38662787551252575 0.013372124487474268
16 3 4 0.3933897340849727 0.006610265915027336
16 8 19 0.3104501431649888 0.08954985683501121
16 9 18 0.3448591202842543 0.055140879715745716
16 10 12 0.3715077830029507 0.028492216997049347
16 11 20 0.32472111030572876 0.07527888969427127
16 13 14 0.3974165996208133 0.0025834003791866955
17 1 15 0.36266570657331093 0.03733429342668909
17 8 19 0.30954506752676875 0.09045493247323128
17 9 18 0.3432003329973067 0.056799667002693344
17 10 12 0.39005916782758876 0.009940832172411262
17 11 20 0.1494091042360816 0.2505908957639184
17 18 20 0.34535804601550146 0.05464195398449856
18 1 15 0.32932715783911676 0.07067284216088326
18 9 17 0.29627895370189455 0.10372104629810547
18 9 18 0.38067123293033417 0.019328767069665853
18 11 20 0.20155028801579988 0.19844971198420014
18 18 20 0.3227022022809089 0.07729779771909112
19 1 15 0.3337898467957603 0.06621015320423973
19 2 6 0.37109293090831 0.028907069091689996
19 9 17 0.16213890082471488 0.23786109917528514
19 11 20 0.2900214412446517 0.10997855875534834
20 1 15 0.3693820314857076 0.030617968514292437
20 1 16 0.39232942191297965 0.007670578087020374
20 2 6 0.37800706136403917 0.021992938635960857
20 3 4 0.3789666696230113 0.021033330376988735
20 4 17 0.3935052691916718 0.006494730808328242
20 9 17 0.2155504758459174 0.1844495241540826
20 11 20 0.386159126426786 0.013840873573214008
21 1 16 0.34281612221016894 0.057183877789831083
21 3 4 0.24150752403572595 0.15849247596427407
21 4 9 0.3978331810330937 0.0021668189669063476
21 9 17 0.30812082092982424 0.09187917907017579
21 10 19 0.3660776192434358 0.03392238075656423
22 1 16 0.3152029746133956 0.08479702538660444
22 2 7 0.3673471874713234 0.032652812528676634
22 3 4 0.22331388398632002 0.17668611601368
22 6 16 0.3767732738683216 0.02322672613167842
22 10 19 0.3402903332633053 0.0597096667366947
23 1 6 0.3704890067459635 0.0295109932540365
23 1 16 0.31272564018740034 0.08727435981259968
23 2 7 0.3501449504099318 0.0498550495900682
23 3 4 0.24787676903321562 0.1521232309667844
23 6 7 0.36143186010654305 0.038568139893456976
23 6 16 0.32536401927719333 0.0746359807228067
23 10 19 0.3393299244437994 0.06067007555620063
24 1 6 0.2834725323512541 0.11652746764874594
24 1 15 0.3557952739342577 0.04420472606574233
24 1 16 0.3166783456876147 0.08332165431238531
24 3 4 0.3384826724862317 0.061517327513768316
24 6 7 0.33762670708265513 0.06237329291734489
24 6 16 0.36304009710117974 0.036959902898820285
24 7 16 0.3965819758801786 0.0034180241198213945
24 10 19 0.3636786469591322 0.03632135304086781
25 1 6 0.3045614261587318 0.09543857384126825
25 1 15 0.3134457843283767 0.0865542156716233
25 1 16 0.29270601334207363 0.10729398665792639
25 6 7 0.39215663657988775 0.00784336342011227
25 7 16 0.34651606669894663 0.05348393330105339
26 1 6 0.35693423825352805 0.043065761746471976
26 1 15 0.29736532079268657 0.10263467920731345
26 6 15 0.29857484228912606 0.10142515771087396
26 7 16 0.3657540298212174 0.034245970178782614
27 1 6 0.39058183650180267 0.009418163498197352
27 1 15 0.33807983456201063 0.061920165437989394
27 6 15 0.2947912014462965 0.10520879855370352
28 1 7 0.38543198043974386 0.014568019560256162
28 6 15 0.30734322280564574 0.09265677719435428
29 6 15 0.28051558211139677 0.11948441788860326
30 6 15 0.25613544455720816 0.14386455544279186
30 13 19 0.39292584332292646 0.007074156677073562
31 6 15 0.27589092568309787 0.12410907431690216
35 7 15 0.3744194596662598 0.025580540333740243
